150 4 3
-0.9006811702978088 1.0320572244889563 -1.3412724047598314 -1.3129767272601456
-1.1430169111851105 -0.1249576011713093 -1.3412724047598314 -1.3129767272601456
-1.5065205225160652 0.106445363960744 -1.284406700770579 -1.3129767272601456
-1.0218490407414595 1.26346018962101 -1.3412724047598314 -1.3129767272601456
-0.537177558966854 1.9576690850171687 -1.1706752927920745 -1.0500307872213983
-1.5065205225160652 0.8006542593569032 -1.3412724047598314 -1.1815037572407718
-1.0218490407414595 0.8006542593569032 -1.284406700770579 -1.3129767272601456
-1.7488562634033669 -0.3563605663033627 -1.3412724047598314 -1.3129767272601456
-0.537177558966854 1.4948631547530633 -1.284406700770579 -1.3129767272601456
-1.2641847816287624 0.8006542593569032 -1.2275409967813269 -1.3129767272601456
-1.2641847816287624 -0.1249576011713093 -1.3412724047598314 -1.444449697279519
-1.870024133847019 -0.1249576011713093 -1.5118695167275884 -1.444449697279519
-0.1736739476359004 3.114683910677436 -1.284406700770579 -1.0500307872213983
-0.537177558966854 1.9576690850171687 -1.3981381087490836 -1.0500307872213983
-0.9006811702978088 1.0320572244889563 -1.3412724047598314 -1.1815037572407718
-0.1736739476359004 1.7262661198851157 -1.1706752927920745 -1.1815037572407718
-0.9006811702978088 1.7262661198851157 -1.284406700770579 -1.1815037572407718
-0.537177558966854 0.8006542593569032 -1.1706752927920745 -1.3129767272601456
-0.9006811702978088 1.4948631547530633 -1.284406700770579 -1.0500307872213983
-1.5065205225160652 1.26346018962101 -1.5687352207168408 -1.3129767272601456
-0.9006811702978088 0.5692512942248498 -1.1706752927920745 -0.9185578172020246
-1.2641847816287624 0.8006542593569032 -1.05694388481357 -1.3129767272601456
-1.0218490407414595 -0.1249576011713093 -1.2275409967813269 -1.3129767272601456
-1.0218490407414595 0.8006542593569032 -1.2275409967813269 -1.0500307872213983
-0.7795132998541568 1.0320572244889563 -1.284406700770579 -1.3129767272601456
-0.7795132998541568 0.8006542593569032 -1.3412724047598314 -1.3129767272601456
-1.385352652072413 0.3378483290927974 -1.2275409967813269 -1.3129767272601456
-1.2641847816287624 0.106445363960744 -1.2275409967813269 -1.3129767272601456
-0.537177558966854 0.8006542593569032 -1.284406700770579 -1.0500307872213983
-0.7795132998541568 2.420475015281275 -1.284406700770579 -1.444449697279519
-0.4160096885232032 2.651877980413329 -1.3412724047598314 -1.3129767272601456
-1.1430169111851105 0.106445363960744 -1.284406700770579 -1.444449697279519
-1.0218490407414595 0.3378483290927974 -1.4550038127383362 -1.3129767272601456
-0.4160096885232032 1.0320572244889563 -1.3981381087490836 -1.3129767272601456
-1.1430169111851105 0.106445363960744 -1.284406700770579 -1.444449697279519
-1.7488562634033669 -0.1249576011713093 -1.3981381087490836 -1.3129767272601456
-0.9006811702978088 0.8006542593569032 -1.284406700770579 -1.3129767272601456
-1.0218490407414595 1.0320572244889563 -1.3981381087490836 -1.1815037572407718
-1.627688392959716 -1.744778357095682 -1.3981381087490836 -1.1815037572407718
-0.9006811702978088 1.7262661198851157 -1.05694388481357 -1.0500307872213983
-1.2641847816287624 -0.1249576011713093 -1.3412724047598314 -1.1815037572407718
-0.9006811702978088 1.7262661198851157 -1.2275409967813269 -1.3129767272601456
-1.5065205225160652 0.3378483290927974 -1.3412724047598314 -1.3129767272601456
-0.658345429410506 1.4948631547530633 -1.284406700770579 -1.3129767272601456
-1.0218490407414595 0.5692512942248498 -1.3412724047598314 -1.3129767272601456
1.401508368131566 0.3378483290927974 0.5352958268854957 0.2646989129723385
0.6745011454696588 0.3378483290927974 0.4215644189069909 0.3961718829917122
1.2803404976879151 0.106445363960744 0.6490272348640005 0.3961718829917122
-0.4160096885232032 -1.744778357095682 0.1372358989607292 0.1332259429529649
-0.1736739476359004 -0.5877635314354162 0.4215644189069909 0.1332259429529649
0.5533332750260068 0.5692512942248498 0.5352958268854957 0.5276448530110861
-1.1430169111851105 -1.5133753919636286 -0.2608240289640371 -0.2611929671051561
-0.7795132998541568 -0.8191664965674685 0.0803701949714768 0.2646989129723385
-1.0218490407414595 -2.438987252491841 -0.1470926209855324 -0.2611929671051561
0.0686617932514023 -0.1249576011713093 0.250967306939234 0.3961718829917122
0.1898296636950532 -1.9761813222277345 0.1372358989607292 -0.2611929671051561
